TeamID,TeamName,FirstD1Season,LastD1Season,Number of Tournaments,Number of Tournaments Overperform,Number of Tournaments Underperform,Number of Tournaments Expected Performance,Percent of Tournaments exceeded expectations,Percent of Tournaments met expectations,Percent of Tournaments under expectations
1347,Radford,1985,2019,2,1,0,1,0.5,0.5,0.0
1348,Rhode Island,1985,2019,2,1,0,1,0.5,0.5,0.0
1349,Rice,1985,2019,NA,NA,NA,NA,NA,NA,NA
1350,Richmond,1985,2019,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
1351,Rider,1985,2019,NA,NA,NA,NA,NA,NA,NA
1352,Robert Morris,1985,2019,3,1,0,2,0.3333333333333333,0.6666666666666666,0.0
1353,Rutgers,1985,2019,NA,NA,NA,NA,NA,NA,NA
1354,S Carolina St,1985,2019,1,0,0,1,0.0,1.0,0.0
1355,S Dakota St,2006,2019,5,0,0,5,0.0,1.0,0.0
1356,S Illinois,1985,2019,5,0,0,5,0.0,1.0,0.0
1357,Sacred Heart,2000,2019,NA,NA,NA,NA,NA,NA,NA
1358,Sam Houston St,1987,2019,2,0,0,2,0.0,1.0,0.0
1359,Samford,1985,2019,NA,NA,NA,NA,NA,NA,NA
1360,San Diego,1985,2019,2,1,0,1,0.5,0.5,0.0
1361,San Diego St,1985,2019,8,0,2,6,0.0,0.75,0.25
1362,San Francisco,1986,2019,NA,NA,NA,NA,NA,NA,NA
1363,San Jose St,1985,2019,NA,NA,NA,NA,NA,NA,NA
1364,Santa Barbara,1985,2019,2,0,0,2,0.0,1.0,0.0
1365,Santa Clara,1985,2019,NA,NA,NA,NA,NA,NA,NA
1366,Savannah St,2003,2019,NA,NA,NA,NA,NA,NA,NA
1367,SC Upstate,2008,2019,NA,NA,NA,NA,NA,NA,NA
1368,SE Louisiana,1985,2019,1,0,0,1,0.0,1.0,0.0
1369,SE Missouri St,1992,2019,NA,NA,NA,NA,NA,NA,NA
1370,Seattle,2009,2019,NA,NA,NA,NA,NA,NA,NA
1371,Seton Hall,1985,2019,5,0,1,4,0.0,0.8,0.2
1372,SF Austin,1987,2019,5,2,0,3,0.4,0.6,0.0
1373,Siena,1985,2019,3,2,0,1,0.6666666666666666,0.3333333333333333,0.0
1374,SMU,1985,2019,2,0,2,0,0.0,0.0,1.0
1375,South Alabama,1985,2019,2,0,0,2,0.0,1.0,0.0
1376,South Carolina,1985,2019,2,1,0,1,0.5,0.5,0.0
1377,South Dakota,2009,2019,NA,NA,NA,NA,NA,NA,NA
1378,South Florida,1985,2019,1,1,0,0,1.0,0.0,0.0
1379,Southern Miss,1985,2019,1,0,0,1,0.0,1.0,0.0
1380,Southern Univ,1985,2019,3,0,0,3,0.0,1.0,0.0
1381,Southern Utah,1989,2019,NA,NA,NA,NA,NA,NA,NA
1382,St Bonaventure,1985,2019,2,1,0,1,0.5,0.5,0.0
1383,St Francis NY,1985,2019,NA,NA,NA,NA,NA,NA,NA
1384,St Francis PA,1985,2019,NA,NA,NA,NA,NA,NA,NA
1385,St John's,1985,2019,2,0,1,1,0.0,0.5,0.5
1386,St Joseph's PA,1985,2019,5,0,2,3,0.0,0.6,0.4
1387,St Louis,1985,2019,3,1,2,0,0.3333333333333333,0.0,0.6666666666666666
1388,St Mary's CA,1985,2019,6,2,1,3,0.3333333333333333,0.5,0.16666666666666666
1389,St Peter's,1985,2019,1,0,0,1,0.0,1.0,0.0
1390,Stanford,1985,2019,6,1,3,2,0.16666666666666666,0.3333333333333333,0.5
1391,Stetson,1985,2019,NA,NA,NA,NA,NA,NA,NA
1392,Stony Brook,2000,2019,1,0,0,1,0.0,1.0,0.0
1393,Syracuse,1985,2019,12,4,6,2,0.3333333333333333,0.16666666666666666,0.5
1394,TAM C. Christi,2003,2019,1,0,0,1,0.0,1.0,0.0
1395,TCU,1985,2019,1,0,1,0,0.0,0.0,1.0
1396,Temple,1985,2019,7,1,2,4,0.14285714285714285,0.5714285714285714,0.2857142857142857
1397,Tennessee,1985,2019,8,2,3,3,0.25,0.375,0.375
1398,Tennessee St,1985,2019,NA,NA,NA,NA,NA,NA,NA
1399,Tennessee Tech,1985,2019,NA,NA,NA,NA,NA,NA,NA
1400,Texas,1985,2019,14,0,5,9,0.0,0.6428571428571429,0.35714285714285715
1401,Texas A&M,1985,2019,8,4,2,2,0.5,0.25,0.25
1402,Texas St,1985,2019,NA,NA,NA,NA,NA,NA,NA
1403,Texas Tech,1985,2019,5,2,1,2,0.4,0.4,0.2
1404,TN Martin,1993,2019,NA,NA,NA,NA,NA,NA,NA
1405,Toledo,1985,2019,NA,NA,NA,NA,NA,NA,NA
1406,Towson,1985,2019,NA,NA,NA,NA,NA,NA,NA
1407,Troy,1994,2019,2,0,0,2,0.0,1.0,0.0
1408,Tulane,1985,2019,NA,NA,NA,NA,NA,NA,NA
1409,Tulsa,1985,2019,3,1,0,2,0.3333333333333333,0.6666666666666666,0.0
1410,UTRGV,1985,2019,NA,NA,NA,NA,NA,NA,NA
1411,TX Southern,1985,2019,5,1,0,4,0.2,0.8,0.0
1412,UAB,1985,2019,5,3,0,2,0.6,0.4,0.0
1413,UC Davis,2005,2019,1,1,0,0,1.0,0.0,0.0
1414,UC Irvine,1985,2019,1,0,0,1,0.0,1.0,0.0
1415,UC Riverside,2002,2019,NA,NA,NA,NA,NA,NA,NA
1416,UCF,1985,2019,2,0,0,2,0.0,1.0,0.0
1417,UCLA,1985,2019,11,3,1,7,0.2727272727272727,0.6363636363636364,0.09090909090909091
1418,ULL,1985,2019,3,0,0,3,0.0,1.0,0.0
1419,ULM,1985,2019,NA,NA,NA,NA,NA,NA,NA
1420,UMBC,1987,2019,2,1,0,1,0.5,0.5,0.0
1421,UNC Asheville,1987,2019,4,2,0,2,0.5,0.5,0.0
1422,UNC Greensboro,1992,2019,1,0,0,1,0.0,1.0,0.0
1423,UNC Wilmington,1985,2019,4,0,0,4,0.0,1.0,0.0
1424,UNLV,1985,2019,6,1,4,1,0.16666666666666666,0.16666666666666666,0.6666666666666666
1425,USC,1985,2019,6,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333
1426,UT Arlington,1985,2019,1,0,0,1,0.0,1.0,0.0
1427,UT San Antonio,1985,2019,2,1,0,1,0.5,0.5,0.0
1428,Utah,1985,2019,6,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333
1429,Utah St,1985,2019,6,0,0,6,0.0,1.0,0.0
1430,Utah Valley,2005,2019,NA,NA,NA,NA,NA,NA,NA
1431,UTEP,1985,2019,3,0,0,3,0.0,1.0,0.0
1432,Utica,1985,1987,NA,NA,NA,NA,NA,NA,NA
1433,VA Commonwealth,1985,2019,10,4,3,3,0.4,0.3,0.3
1434,Valparaiso,1985,2019,3,0,0,3,0.0,1.0,0.0
1435,Vanderbilt,1985,2019,8,2,4,2,0.25,0.25,0.5
1436,Vermont,1985,2019,6,2,0,4,0.3333333333333333,0.6666666666666666,0.0
1437,Villanova,1985,2019,13,4,5,4,0.3076923076923077,0.3076923076923077,0.38461538461538464
1438,Virginia,1985,2019,7,0,6,1,0.0,0.14285714285714285,0.8571428571428571
1439,Virginia Tech,1985,2019,3,0,2,1,0.0,0.3333333333333333,0.6666666666666666
1440,VMI,1985,2019,NA,NA,NA,NA,NA,NA,NA
1441,W Carolina,1985,2019,NA,NA,NA,NA,NA,NA,NA
1442,W Illinois,1985,2019,NA,NA,NA,NA,NA,NA,NA
1443,WKU,1985,2019,5,3,0,2,0.6,0.4,0.0
1444,W Michigan,1985,2019,2,0,0,2,0.0,1.0,0.0
1445,W Salem St,2007,2010,NA,NA,NA,NA,NA,NA,NA
1446,W Texas A&M,1985,1986,NA,NA,NA,NA,NA,NA,NA
1447,Wagner,1985,2019,1,0,0,1,0.0,1.0,0.0
1448,Wake Forest,1985,2019,6,1,3,2,0.16666666666666666,0.3333333333333333,0.5
1449,Washington,1985,2019,6,1,3,2,0.16666666666666666,0.3333333333333333,0.5
1450,Washington St,1985,2019,2,0,1,1,0.0,0.5,0.5
1451,Weber St,1985,2019,4,0,0,4,0.0,1.0,0.0
1452,West Virginia,1985,2019,11,4,3,4,0.36363636363636365,0.36363636363636365,0.2727272727272727
1453,WI Green Bay,1985,2019,1,0,0,1,0.0,1.0,0.0
1454,WI Milwaukee,1991,2019,4,2,0,2,0.5,0.5,0.0
1455,Wichita St,1985,2019,8,5,3,0,0.625,0.0,0.375
1456,William & Mary,1985,2019,NA,NA,NA,NA,NA,NA,NA
1457,Winthrop,1987,2019,6,1,0,5,0.16666666666666666,0.8333333333333334,0.0
1458,Wisconsin,1985,2019,15,6,3,6,0.4,0.4,0.2
1459,Wofford,1996,2019,4,0,0,4,0.0,1.0,0.0
1460,Wright St,1988,2019,2,0,0,2,0.0,1.0,0.0
1461,Wyoming,1985,2019,1,0,0,1,0.0,1.0,0.0
1462,Xavier,1985,2019,14,7,4,3,0.5,0.21428571428571427,0.2857142857142857
1463,Yale,1985,2019,1,1,0,0,1.0,0.0,0.0
1464,Youngstown St,1985,2019,NA,NA,NA,NA,NA,NA,NA
1465,Cal Baptist,2019,2019,NA,NA,NA,NA,NA,NA,NA
1466,North Alabama,2019,2019,NA,NA,NA,NA,NA,NA,NA
